dialogue_id,speaker_role,s_self,s_opp,sat_opp_likert,pareto_self,pareto_opp,s_self_norm,s_opp_norm,sat_norm,penalty,integrative_potential,n_turns,Q_0.2,Q_0.5,Q_0.8,selected_0.2,selected_0.5,selected_0.8
21,mturk_agent_1,16,20,5,21,21,0.7619047619047619,0.9523809523809523,1.0,0.0,low,11,0.9523809523809524,0.8809523809523809,0.8095238095238095,True,True,False
21,mturk_agent_2,20,16,4,21,21,0.9523809523809523,0.7619047619047619,0.75,0.0,low,11,0.7904761904761906,0.8511904761904762,0.9119047619047618,False,False,True
22,mturk_agent_1,17,23,5,27,24,0.6296296296296297,0.9583333333333334,1.0,0.0,high,10,0.925925925925926,0.8148148148148149,0.7037037037037037,False,False,False
22,mturk_agent_2,23,17,5,24,27,0.9583333333333334,0.6296296296296297,1.0,0.0,high,10,0.9916666666666667,0.9791666666666667,0.9666666666666667,True,True,True
23,mturk_agent_1,17,20,5,27,24,0.6296296296296297,0.8333333333333334,1.0,0.0,high,10,0.925925925925926,0.8148148148148149,0.7037037037037037,False,False,False
23,mturk_agent_2,20,17,5,24,27,0.8333333333333334,0.6296296296296297,1.0,0.0,high,10,0.9666666666666668,0.9166666666666667,0.8666666666666667,True,True,True
24,mturk_agent_1,19,22,5,24,27,0.7916666666666666,0.8148148148148148,1.0,0.0,high,10,0.9583333333333334,0.8958333333333333,0.8333333333333333,True,True,False
24,mturk_agent_2,22,19,5,27,24,0.8148148148148148,0.7916666666666666,1.0,0.0,high,10,0.962962962962963,0.9074074074074074,0.8518518518518519,True,True,True
25,mturk_agent_1,17,19,4,21,21,0.8095238095238095,0.9047619047619048,0.75,0.0,low,10,0.761904761904762,0.7797619047619048,0.7976190476190477,False,False,False
25,mturk_agent_2,19,17,4,21,21,0.9047619047619048,0.8095238095238095,0.75,0.0,low,10,0.7809523809523811,0.8273809523809523,0.8738095238095238,False,False,True
26,mturk_agent_1,14,23,5,23,23,0.6086956521739131,1.0,1.0,0.0,low,10,0.9217391304347826,0.8043478260869565,0.6869565217391305,False,False,False
26,mturk_agent_2,23,14,5,23,23,1.0,0.6086956521739131,1.0,0.0,low,10,1.0,1.0,1.0,True,True,True
27,mturk_agent_1,14,22,4,21,21,0.6666666666666666,1.0476190476190477,0.75,0.0,low,10,0.7333333333333334,0.7083333333333333,0.6833333333333333,False,False,False
27,mturk_agent_2,22,14,4,21,21,1.0476190476190477,0.6666666666666666,0.75,0.0,low,10,0.8095238095238096,0.8988095238095238,0.9880952380952381,False,True,True
28,mturk_agent_1,22,14,4,21,21,1.0476190476190477,0.6666666666666666,0.75,0.0,low,13,0.8095238095238096,0.8988095238095238,0.9880952380952381,False,True,True
28,mturk_agent_2,14,22,4,21,21,0.6666666666666666,1.0476190476190477,0.75,0.0,low,13,0.7333333333333334,0.7083333333333333,0.6833333333333333,False,False,False
29,mturk_agent_1,17,20,5,24,24,0.7083333333333334,0.8333333333333334,1.0,0.0,high,10,0.9416666666666668,0.8541666666666667,0.7666666666666667,False,False,False
29,mturk_agent_2,20,17,5,24,24,0.8333333333333334,0.7083333333333334,1.0,0.0,high,10,0.9666666666666668,0.9166666666666667,0.8666666666666667,True,True,True
30,mturk_agent_1,20,17,4,24,24,0.8333333333333334,0.7083333333333334,0.75,0.0,high,16,0.7666666666666668,0.7916666666666667,0.8166666666666667,False,False,False
30,mturk_agent_2,17,20,4,24,24,0.7083333333333334,0.8333333333333334,0.75,0.0,high,16,0.7416666666666668,0.7291666666666667,0.7166666666666668,False,False,False
31,mturk_agent_1,21,19,4,24,27,0.875,0.7037037037037037,0.75,0.0,high,10,0.7750000000000001,0.8125,0.8500000000000001,False,False,True
31,mturk_agent_2,19,21,4,27,24,0.7037037037037037,0.875,0.75,0.0,high,10,0.7407407407407408,0.7268518518518519,0.712962962962963,False,False,False
32,mturk_agent_1,23,19,4,27,27,0.8518518518518519,0.7037037037037037,0.75,0.0,high,10,0.7703703703703705,0.8009259259259259,0.8314814814814815,False,False,False
32,mturk_agent_2,19,23,5,27,27,0.7037037037037037,0.8518518518518519,1.0,0.0,high,10,0.9407407407407408,0.8518518518518519,0.762962962962963,False,False,False
35,mturk_agent_1,19,23,5,27,27,0.7037037037037037,0.8518518518518519,1.0,0.0,high,12,0.9407407407407408,0.8518518518518519,0.762962962962963,False,False,False
35,mturk_agent_2,23,19,4,27,27,0.8518518518518519,0.7037037037037037,0.75,0.0,high,12,0.7703703703703705,0.8009259259259259,0.8314814814814815,False,False,False
36,mturk_agent_1,19,17,4,21,21,0.9047619047619048,0.8095238095238095,0.75,0.0,low,11,0.7809523809523811,0.8273809523809523,0.8738095238095238,False,False,True
36,mturk_agent_2,17,19,2,21,21,0.8095238095238095,0.9047619047619048,0.25,0.0,low,11,0.36190476190476195,0.5297619047619048,0.6976190476190476,False,False,False
37,mturk_agent_1,16,22,4,24,24,0.6666666666666666,0.9166666666666666,0.75,0.0,high,10,0.7333333333333334,0.7083333333333333,0.6833333333333333,False,False,False
37,mturk_agent_2,22,16,5,24,24,0.9166666666666666,0.6666666666666666,1.0,0.0,high,10,0.9833333333333334,0.9583333333333333,0.9333333333333333,True,True,True
39,mturk_agent_1,22,19,4,27,24,0.8148148148148148,0.7916666666666666,0.75,0.0,high,10,0.7629629629629631,0.7824074074074074,0.8018518518518518,False,False,False
39,mturk_agent_2,19,22,4,24,27,0.7916666666666666,0.8148148148148148,0.75,0.0,high,10,0.7583333333333334,0.7708333333333333,0.7833333333333332,False,False,False
40,mturk_agent_1,22,18,5,24,27,0.9166666666666666,0.6666666666666666,1.0,0.0,high,12,0.9833333333333334,0.9583333333333333,0.9333333333333333,True,True,True
40,mturk_agent_2,18,22,5,27,24,0.6666666666666666,0.9166666666666666,1.0,0.0,high,12,0.9333333333333333,0.8333333333333333,0.7333333333333333,False,False,False
41,mturk_agent_1,15,21,5,21,21,0.7142857142857143,1.0,1.0,0.0,low,15,0.942857142857143,0.8571428571428572,0.7714285714285715,False,False,False
41,mturk_agent_2,21,15,1,21,21,1.0,0.7142857142857143,0.0,0.0,low,15,0.2,0.5,0.8,False,False,False
42,mturk_agent_1,19,18,4,23,23,0.8260869565217391,0.782608695652174,0.75,0.0,low,10,0.765217391304348,0.7880434782608696,0.8108695652173914,False,False,False
42,mturk_agent_2,18,19,4,23,23,0.782608695652174,0.8260869565217391,0.75,0.0,low,10,0.7565217391304349,0.7663043478260869,0.7760869565217392,False,False,False
43,mturk_agent_1,21,17,5,27,27,0.7777777777777778,0.6296296296296297,1.0,0.0,high,11,0.9555555555555556,0.8888888888888888,0.8222222222222222,True,True,False
43,mturk_agent_2,17,21,5,27,27,0.6296296296296297,0.7777777777777778,1.0,0.0,high,11,0.925925925925926,0.8148148148148149,0.7037037037037037,False,False,False
45,mturk_agent_1,18,20,4,23,23,0.782608695652174,0.8695652173913043,0.75,0.0,low,12,0.7565217391304349,0.7663043478260869,0.7760869565217392,False,False,False
45,mturk_agent_2,20,18,4,23,23,0.8695652173913043,0.782608695652174,0.75,0.0,low,12,0.773913043478261,0.8097826086956521,0.8456521739130434,False,False,False
46,mturk_agent_1,20,17,4,24,27,0.8333333333333334,0.6296296296296297,0.75,0.0,high,11,0.7666666666666668,0.7916666666666667,0.8166666666666667,False,False,False
46,mturk_agent_2,17,20,5,27,24,0.6296296296296297,0.8333333333333334,1.0,0.0,high,11,0.925925925925926,0.8148148148148149,0.7037037037037037,False,False,False
47,mturk_agent_1,20,16,4,21,21,0.9523809523809523,0.7619047619047619,0.75,0.0,low,10,0.7904761904761906,0.8511904761904762,0.9119047619047618,False,False,True
47,mturk_agent_2,16,20,3,21,21,0.7619047619047619,0.9523809523809523,0.5,0.0,low,10,0.5523809523809524,0.6309523809523809,0.7095238095238096,False,False,False
48,mturk_agent_1,22,19,5,27,24,0.8148148148148148,0.7916666666666666,1.0,0.0,high,10,0.962962962962963,0.9074074074074074,0.8518518518518519,True,True,True
48,mturk_agent_2,19,22,5,24,27,0.7916666666666666,0.8148148148148148,1.0,0.0,high,10,0.9583333333333334,0.8958333333333333,0.8333333333333333,True,True,False
50,mturk_agent_1,17,19,5,23,23,0.7391304347826086,0.8260869565217391,1.0,0.0,low,10,0.9478260869565218,0.8695652173913043,0.7913043478260869,True,False,False
50,mturk_agent_2,19,17,4,23,23,0.8260869565217391,0.7391304347826086,0.75,0.0,low,10,0.765217391304348,0.7880434782608696,0.8108695652173914,False,False,False
51,mturk_agent_1,17,23,5,27,24,0.6296296296296297,0.9583333333333334,1.0,0.0,high,12,0.925925925925926,0.8148148148148149,0.7037037037037037,False,False,False
51,mturk_agent_2,23,17,4,24,27,0.9583333333333334,0.6296296296296297,0.75,0.0,high,12,0.7916666666666667,0.8541666666666667,0.9166666666666667,False,False,True
52,mturk_agent_1,18,20,4,23,23,0.782608695652174,0.8695652173913043,0.75,0.0,low,10,0.7565217391304349,0.7663043478260869,0.7760869565217392,False,False,False
52,mturk_agent_2,20,18,4,23,23,0.8695652173913043,0.782608695652174,0.75,0.0,low,10,0.773913043478261,0.8097826086956521,0.8456521739130434,False,False,False
54,mturk_agent_1,17,21,5,24,27,0.7083333333333334,0.7777777777777778,1.0,0.0,high,10,0.9416666666666668,0.8541666666666667,0.7666666666666667,False,False,False
54,mturk_agent_2,21,17,5,27,24,0.7777777777777778,0.7083333333333334,1.0,0.0,high,10,0.9555555555555556,0.8888888888888888,0.8222222222222222,True,True,False
55,mturk_agent_1,18,18,2,21,21,0.8571428571428571,0.8571428571428571,0.25,0.0,low,12,0.37142857142857144,0.5535714285714286,0.7357142857142858,False,False,False
55,mturk_agent_2,18,18,3,21,21,0.8571428571428571,0.8571428571428571,0.5,0.0,low,12,0.5714285714285714,0.6785714285714286,0.7857142857142857,False,False,False
57,mturk_agent_1,16,21,4,27,24,0.5925925925925926,0.875,0.75,0.0,high,12,0.7185185185185186,0.6712962962962963,0.624074074074074,False,False,False
57,mturk_agent_2,21,16,5,24,27,0.875,0.5925925925925926,1.0,0.0,high,12,0.9750000000000001,0.9375,0.9,True,True,True
58,mturk_agent_1,23,13,4,21,21,1.0952380952380953,0.6190476190476191,0.75,0.0,low,10,0.8190476190476191,0.9226190476190477,1.0261904761904763,False,True,True
58,mturk_agent_2,13,23,4,21,21,0.6190476190476191,1.0952380952380953,0.75,0.0,low,10,0.7238095238095239,0.6845238095238095,0.6452380952380952,False,False,False
59,mturk_agent_1,16,20,4,21,21,0.7619047619047619,0.9523809523809523,0.75,0.0,low,13,0.7523809523809525,0.7559523809523809,0.7595238095238095,False,False,False
59,mturk_agent_2,20,16,4,21,21,0.9523809523809523,0.7619047619047619,0.75,0.0,low,13,0.7904761904761906,0.8511904761904762,0.9119047619047618,False,False,True
60,mturk_agent_1,17,19,5,21,21,0.8095238095238095,0.9047619047619048,1.0,0.0,low,10,0.9619047619047619,0.9047619047619048,0.8476190476190476,True,True,True
60,mturk_agent_2,19,17,5,21,21,0.9047619047619048,0.8095238095238095,1.0,0.0,low,10,0.980952380952381,0.9523809523809523,0.9238095238095239,True,True,True
62,mturk_agent_1,19,23,3,27,27,0.7037037037037037,0.8518518518518519,0.5,0.0,high,15,0.5407407407407407,0.6018518518518519,0.662962962962963,False,False,False
62,mturk_agent_2,23,19,2,27,27,0.8518518518518519,0.7037037037037037,0.25,0.0,high,15,0.3703703703703704,0.5509259259259259,0.7314814814814816,False,False,False
63,mturk_agent_1,23,19,5,27,27,0.8518518518518519,0.7037037037037037,1.0,0.0,high,10,0.9703703703703704,0.9259259259259259,0.8814814814814815,True,True,True
63,mturk_agent_2,19,23,5,27,27,0.7037037037037037,0.8518518518518519,1.0,0.0,high,10,0.9407407407407408,0.8518518518518519,0.762962962962963,False,False,False
64,mturk_agent_1,21,18,5,24,24,0.875,0.75,1.0,0.0,high,10,0.9750000000000001,0.9375,0.9,True,True,True
64,mturk_agent_2,18,21,5,24,24,0.75,0.875,1.0,0.0,high,10,0.9500000000000001,0.875,0.8,True,True,False
65,mturk_agent_1,19,16,4,24,24,0.7916666666666666,0.6666666666666666,0.75,0.0,high,10,0.7583333333333334,0.7708333333333333,0.7833333333333332,False,False,False
65,mturk_agent_2,16,19,4,24,24,0.6666666666666666,0.7916666666666666,0.75,0.0,high,10,0.7333333333333334,0.7083333333333333,0.6833333333333333,False,False,False
66,mturk_agent_1,21,17,5,27,27,0.7777777777777778,0.6296296296296297,1.0,0.0,high,12,0.9555555555555556,0.8888888888888888,0.8222222222222222,True,True,False
66,mturk_agent_2,17,21,5,27,27,0.6296296296296297,0.7777777777777778,1.0,0.0,high,12,0.925925925925926,0.8148148148148149,0.7037037037037037,False,False,False
67,mturk_agent_1,17,22,5,23,23,0.7391304347826086,0.9565217391304348,1.0,0.0,low,10,0.9478260869565218,0.8695652173913043,0.7913043478260869,True,False,False
67,mturk_agent_2,22,17,3,23,23,0.9565217391304348,0.7391304347826086,0.5,0.0,low,10,0.591304347826087,0.7282608695652174,0.8652173913043478,False,False,True
68,mturk_agent_1,20,16,5,21,21,0.9523809523809523,0.7619047619047619,1.0,0.0,low,12,0.9904761904761905,0.9761904761904762,0.9619047619047618,True,True,True
68,mturk_agent_2,16,20,5,21,21,0.7619047619047619,0.9523809523809523,1.0,0.0,low,12,0.9523809523809524,0.8809523809523809,0.8095238095238095,True,True,False
69,mturk_agent_1,21,16,5,24,27,0.875,0.5925925925925926,1.0,0.0,high,12,0.9750000000000001,0.9375,0.9,True,True,True
69,mturk_agent_2,16,21,5,27,24,0.5925925925925926,0.875,1.0,0.0,high,12,0.9185185185185185,0.7962962962962963,0.674074074074074,False,False,False
70,mturk_agent_1,19,23,4,27,27,0.7037037037037037,0.8518518518518519,0.75,0.0,high,12,0.7407407407407408,0.7268518518518519,0.712962962962963,False,False,False
70,mturk_agent_2,23,19,5,27,27,0.8518518518518519,0.7037037037037037,1.0,0.0,high,12,0.9703703703703704,0.9259259259259259,0.8814814814814815,True,True,True
71,mturk_agent_1,23,19,4,27,27,0.8518518518518519,0.7037037037037037,0.75,0.0,high,11,0.7703703703703705,0.8009259259259259,0.8314814814814815,False,False,False
71,mturk_agent_2,19,23,5,27,27,0.7037037037037037,0.8518518518518519,1.0,0.0,high,11,0.9407407407407408,0.8518518518518519,0.762962962962963,False,False,False
72,mturk_agent_1,25,13,4,24,24,1.0416666666666667,0.5416666666666666,0.75,0.0,high,12,0.8083333333333335,0.8958333333333334,0.9833333333333334,False,True,True
72,mturk_agent_2,13,25,5,24,24,0.5416666666666666,1.0416666666666667,1.0,0.0,high,12,0.9083333333333334,0.7708333333333333,0.6333333333333333,False,False,False
73,mturk_agent_1,6,28,2,23,23,0.2608695652173913,1.2173913043478262,0.25,0.0,low,13,0.25217391304347825,0.2554347826086957,0.25869565217391305,False,False,False
73,mturk_agent_2,28,6,5,23,23,1.2173913043478262,0.2608695652173913,1.0,0.00015311909262759923,low,13,1.0433251417769378,1.1085425330812855,1.1737599243856334,True,True,True
74,mturk_agent_1,17,19,4,23,23,0.7391304347826086,0.8260869565217391,0.75,0.0,low,12,0.7478260869565219,0.7445652173913043,0.741304347826087,False,False,False
74,mturk_agent_2,19,17,4,23,23,0.8260869565217391,0.7391304347826086,0.75,0.0,low,12,0.765217391304348,0.7880434782608696,0.8108695652173914,False,False,False
75,mturk_agent_1,17,20,5,24,24,0.7083333333333334,0.8333333333333334,1.0,0.0,high,10,0.9416666666666668,0.8541666666666667,0.7666666666666667,False,False,False
75,mturk_agent_2,20,17,5,24,24,0.8333333333333334,0.7083333333333334,1.0,0.0,high,10,0.9666666666666668,0.9166666666666667,0.8666666666666667,True,True,True
77,mturk_agent_1,13,25,5,23,23,0.5652173913043478,1.0869565217391304,1.0,0.0,low,11,0.9130434782608696,0.7826086956521738,0.6521739130434783,False,False,False
77,mturk_agent_2,25,13,5,23,23,1.0869565217391304,0.5652173913043478,1.0,0.0,low,11,1.0173913043478262,1.0434782608695652,1.0695652173913044,True,True,True
78,mturk_agent_1,22,19,4,27,24,0.8148148148148148,0.7916666666666666,0.75,0.0,high,10,0.7629629629629631,0.7824074074074074,0.8018518518518518,False,False,False
78,mturk_agent_2,19,22,5,24,27,0.7916666666666666,0.8148148148148148,1.0,0.0,high,10,0.9583333333333334,0.8958333333333333,0.8333333333333333,True,True,False
79,mturk_agent_1,18,20,4,23,23,0.782608695652174,0.8695652173913043,0.75,0.0,low,13,0.7565217391304349,0.7663043478260869,0.7760869565217392,False,False,False
79,mturk_agent_2,20,18,4,23,23,0.8695652173913043,0.782608695652174,0.75,0.0,low,13,0.773913043478261,0.8097826086956521,0.8456521739130434,False,False,False
80,mturk_agent_1,19,23,4,27,27,0.7037037037037037,0.8518518518518519,0.75,0.0,high,10,0.7407407407407408,0.7268518518518519,0.712962962962963,False,False,False
80,mturk_agent_2,23,19,2,27,27,0.8518518518518519,0.7037037037037037,0.25,0.0,high,10,0.3703703703703704,0.5509259259259259,0.7314814814814816,False,False,False
81,mturk_agent_1,14,23,4,23,23,0.6086956521739131,1.0,0.75,0.0,low,11,0.7217391304347827,0.6793478260869565,0.6369565217391304,False,False,False
81,mturk_agent_2,23,14,5,23,23,1.0,0.6086956521739131,1.0,0.0,low,11,1.0,1.0,1.0,True,True,True
82,mturk_agent_1,22,19,4,27,24,0.8148148148148148,0.7916666666666666,0.75,0.0,high,11,0.7629629629629631,0.7824074074074074,0.8018518518518518,False,False,False
82,mturk_agent_2,19,22,5,24,27,0.7916666666666666,0.8148148148148148,1.0,0.0,high,11,0.9583333333333334,0.8958333333333333,0.8333333333333333,True,True,False
83,mturk_agent_1,17,21,5,24,27,0.7083333333333334,0.7777777777777778,1.0,0.0,high,21,0.9416666666666668,0.8541666666666667,0.7666666666666667,False,False,False
83,mturk_agent_2,21,17,2,27,24,0.7777777777777778,0.7083333333333334,0.25,0.0,high,21,0.35555555555555557,0.5138888888888888,0.6722222222222223,False,False,False
84,mturk_agent_1,17,19,4,23,23,0.7391304347826086,0.8260869565217391,0.75,0.0,low,10,0.7478260869565219,0.7445652173913043,0.741304347826087,False,False,False
84,mturk_agent_2,19,17,5,23,23,0.8260869565217391,0.7391304347826086,1.0,0.0,low,10,0.9652173913043479,0.9130434782608696,0.8608695652173913,True,True,True
86,mturk_agent_1,20,17,4,24,24,0.8333333333333334,0.7083333333333334,0.75,0.0,high,10,0.7666666666666668,0.7916666666666667,0.8166666666666667,False,False,False
86,mturk_agent_2,17,20,5,24,24,0.7083333333333334,0.8333333333333334,1.0,0.0,high,10,0.9416666666666668,0.8541666666666667,0.7666666666666667,False,False,False
87,mturk_agent_1,19,17,3,23,23,0.8260869565217391,0.7391304347826086,0.5,0.0,low,14,0.5652173913043479,0.6630434782608696,0.7608695652173914,False,False,False
87,mturk_agent_2,17,19,4,23,23,0.7391304347826086,0.8260869565217391,0.75,0.0,low,14,0.7478260869565219,0.7445652173913043,0.741304347826087,False,False,False
88,mturk_agent_1,16,21,4,27,24,0.5925925925925926,0.875,0.75,0.0,high,12,0.7185185185185186,0.6712962962962963,0.624074074074074,False,False,False
88,mturk_agent_2,21,16,4,24,27,0.875,0.5925925925925926,0.75,0.0,high,12,0.7750000000000001,0.8125,0.8500000000000001,False,False,True
89,mturk_agent_1,22,18,2,27,27,0.8148148148148148,0.6666666666666666,0.25,0.0,high,14,0.362962962962963,0.5324074074074074,0.701851851851852,False,False,False
89,mturk_agent_2,18,22,5,27,27,0.6666666666666666,0.8148148148148148,1.0,0.0,high,14,0.9333333333333333,0.8333333333333333,0.7333333333333333,False,False,False
90,mturk_agent_1,20,18,4,23,23,0.8695652173913043,0.782608695652174,0.75,0.0,low,12,0.773913043478261,0.8097826086956521,0.8456521739130434,False,False,False
90,mturk_agent_2,18,20,4,23,23,0.782608695652174,0.8695652173913043,0.75,0.0,low,12,0.7565217391304349,0.7663043478260869,0.7760869565217392,False,False,False
92,mturk_agent_1,23,18,4,27,24,0.8518518518518519,0.75,0.75,0.0,high,15,0.7703703703703705,0.8009259259259259,0.8314814814814815,False,False,False
92,mturk_agent_2,18,23,5,24,27,0.75,0.8518518518518519,1.0,0.0,high,15,0.9500000000000001,0.875,0.8,True,True,False
93,mturk_agent_1,22,18,5,24,27,0.9166666666666666,0.6666666666666666,1.0,0.0,high,10,0.9833333333333334,0.9583333333333333,0.9333333333333333,True,True,True
93,mturk_agent_2,18,22,5,27,24,0.6666666666666666,0.9166666666666666,1.0,0.0,high,10,0.9333333333333333,0.8333333333333333,0.7333333333333333,False,False,False
94,mturk_agent_1,17,21,5,27,27,0.6296296296296297,0.7777777777777778,1.0,0.0,high,12,0.925925925925926,0.8148148148148149,0.7037037037037037,False,False,False
94,mturk_agent_2,21,17,5,27,27,0.7777777777777778,0.6296296296296297,1.0,0.0,high,12,0.9555555555555556,0.8888888888888888,0.8222222222222222,True,True,False
95,mturk_agent_1,14,22,5,21,21,0.6666666666666666,1.0476190476190477,1.0,0.0,low,16,0.9333333333333333,0.8333333333333333,0.7333333333333333,False,False,False
95,mturk_agent_2,22,14,4,21,21,1.0476190476190477,0.6666666666666666,0.75,0.0,low,16,0.8095238095238096,0.8988095238095238,0.9880952380952381,False,True,True
96,mturk_agent_1,18,18,5,21,21,0.8571428571428571,0.8571428571428571,1.0,0.0,low,10,0.9714285714285715,0.9285714285714286,0.8857142857142857,True,True,True
96,mturk_agent_2,18,18,5,21,21,0.8571428571428571,0.8571428571428571,1.0,0.0,low,10,0.9714285714285715,0.9285714285714286,0.8857142857142857,True,True,True
97,mturk_agent_1,20,16,2,21,21,0.9523809523809523,0.7619047619047619,0.25,0.0,low,19,0.3904761904761905,0.6011904761904762,0.8119047619047619,False,False,False
97,mturk_agent_2,16,20,4,21,21,0.7619047619047619,0.9523809523809523,0.75,0.0,low,19,0.7523809523809525,0.7559523809523809,0.7595238095238095,False,False,False
98,mturk_agent_1,18,21,5,24,24,0.75,0.875,1.0,0.0,high,11,0.9500000000000001,0.875,0.8,True,True,False
98,mturk_agent_2,21,18,5,24,24,0.875,0.75,1.0,0.0,high,11,0.9750000000000001,0.9375,0.9,True,True,True
99,mturk_agent_1,19,22,5,24,27,0.7916666666666666,0.8148148148148148,1.0,0.0,high,12,0.9583333333333334,0.8958333333333333,0.8333333333333333,True,True,False
99,mturk_agent_2,22,19,5,27,24,0.8148148148148148,0.7916666666666666,1.0,0.0,high,12,0.962962962962963,0.9074074074074074,0.8518518518518519,True,True,True
100,mturk_agent_1,18,23,3,24,27,0.75,0.8518518518518519,0.5,0.0,high,12,0.55,0.625,0.7000000000000001,False,False,False
100,mturk_agent_2,23,18,4,27,24,0.8518518518518519,0.75,0.75,0.0,high,12,0.7703703703703705,0.8009259259259259,0.8314814814814815,False,False,False
