dialogue_id,role,utterance_count,extraversion,agreeableness,conscientiousness,emotional-stability,openness-to-experiences,freq_small-talk,count_small-talk,freq_self-need,count_self-need,freq_other-need,count_other-need,freq_no-need,count_no-need,freq_elicit-pref,count_elicit-pref,freq_promote-coordination,count_promote-coordination,freq_vouch-fair,count_vouch-fair,freq_showing-empathy,count_showing-empathy,freq_uv-part,count_uv-part,freq_non-strategic,count_non-strategic
8,mturk_agent_2,6,3.5,3.5,3.5,4.0,5.5,0.3333333333333333,2,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,1,0.0,0,0.16666666666666666,1,0.0,0,0.5,3
8,mturk_agent_1,5,6.0,2.0,6.0,3.0,5.0,0.2,1,0.2,1,0.2,1,0.0,0,0.2,1,0.4,2,0.0,0,0.0,0,0.2,1,0.4,2
9,mturk_agent_2,5,6.0,6.0,7.0,6.5,2.5,0.6,3,0.0,0,0.2,1,0.0,0,0.2,1,0.2,1,0.0,0,0.2,1,0.0,0,0.0,0
9,mturk_agent_1,5,5.0,5.5,5.5,6.0,6.0,0.6,3,0.2,1,0.2,1,0.0,0,0.0,0,0.4,2,0.0,0,0.0,0,0.0,0,0.0,0
10,mturk_agent_2,5,3.5,4.5,3.5,6.0,3.5,0.0,0,0.4,2,0.0,0,0.2,1,0.2,1,0.2,1,0.2,1,0.2,1,0.0,0,0.4,2
10,mturk_agent_1,5,2.0,6.0,5.0,6.5,5.0,0.2,1,0.4,2,0.0,0,0.2,1,0.4,2,0.4,2,0.0,0,0.2,1,0.0,0,0.2,1
11,mturk_agent_1,5,4.0,6.5,5.5,7.0,5.0,0.2,1,0.2,1,0.4,2,0.0,0,0.0,0,0.2,1,0.0,0,0.2,1,0.0,0,0.2,1
11,mturk_agent_2,5,2.0,5.0,5.5,5.0,3.0,0.4,2,0.4,2,0.4,2,0.0,0,0.0,0,0.0,0,0.0,0,0.2,1,0.0,0,0.2,1
12,mturk_agent_1,6,2.0,2.0,4.5,5.0,7.0,0.0,0,0.0,0,0.0,0,0.16666666666666666,1,0.3333333333333333,2,0.0,0,0.16666666666666666,1,0.0,0,0.0,0,0.5,3
12,mturk_agent_2,5,5.0,6.0,6.0,6.0,5.0,0.0,0,0.0,0,0.2,1,0.2,1,0.0,0,0.0,0,0.2,1,0.0,0,0.0,0,0.4,2
13,mturk_agent_2,8,7.0,5.0,5.0,6.0,7.0,0.5,4,0.125,1,0.125,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.25,2
13,mturk_agent_1,7,1.5,4.5,6.0,4.0,2.5,0.42857142857142855,3,0.14285714285714285,1,0.0,0,0.0,0,0.14285714285714285,1,0.0,0,0.0,0,0.0,0,0.14285714285714285,1,0.42857142857142855,3
14,mturk_agent_1,5,4.5,5.5,4.5,2.0,6.5,0.4,2,0.2,1,0.0,0,0.2,1,0.2,1,0.0,0,0.2,1,0.0,0,0.0,0,0.4,2
14,mturk_agent_2,5,1.0,4.0,2.5,2.0,3.5,0.6,3,0.4,2,0.0,0,0.4,2,0.0,0,0.0,0,0.2,1,0.2,1,0.0,0,0.0,0
15,mturk_agent_2,5,2.0,4.5,4.0,5.5,4.0,0.2,1,0.2,1,0.4,2,0.0,0,0.2,1,0.0,0,0.0,0,0.2,1,0.0,0,0.2,1
15,mturk_agent_1,5,5.0,6.0,5.5,5.5,4.5,0.0,0,0.4,2,0.2,1,0.0,0,0.2,1,0.0,0,0.0,0,0.0,0,0.0,0,0.4,2
17,mturk_agent_1,5,4.5,7.0,7.0,4.5,5.0,0.4,2,0.2,1,0.0,0,0.0,0,0.2,1,0.0,0,0.2,1,0.0,0,0.0,0,0.2,1
17,mturk_agent_2,5,2.0,6.0,6.0,2.0,6.0,0.2,1,0.4,2,0.2,1,0.0,0,0.0,0,0.2,1,0.0,0,0.0,0,0.0,0,0.2,1
19,mturk_agent_2,6,5.0,3.5,4.5,3.5,6.0,0.6666666666666666,4,0.16666666666666666,1,0.16666666666666666,1,0.0,0,0.0,0,0.0,0,0.0,0,0.16666666666666666,1,0.0,0,0.16666666666666666,1
19,mturk_agent_1,6,7.0,6.5,7.0,7.0,7.0,0.8333333333333334,5,0.3333333333333333,2,0.0,0,0.16666666666666666,1,0.0,0,0.3333333333333333,2,0.16666666666666666,1,0.16666666666666666,1,0.0,0,0.0,0
20,mturk_agent_2,7,5.0,5.5,5.5,6.0,6.0,0.0,0,0.14285714285714285,1,0.42857142857142855,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.2857142857142857,2,0.42857142857142855,3
20,mturk_agent_1,6,2.5,4.5,4.0,4.0,6.0,0.0,0,0.5,3,0.16666666666666666,1,0.0,0,0.0,0,0.0,0,0.16666666666666666,1,0.16666666666666666,1,0.0,0,0.3333333333333333,2
21,mturk_agent_2,6,4.5,6.5,6.0,7.0,6.0,0.6666666666666666,4,0.3333333333333333,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.16666666666666666,1,0.0,0,0.16666666666666666,1
21,mturk_agent_1,5,1.5,6.5,3.5,4.5,4.5,0.8,4,0.4,2,0.0,0,0.2,1,0.2,1,0.0,0,0.0,0,0.0,0,0.0,0,0.2,1
22,mturk_agent_1,5,5.5,7.0,7.0,7.0,6.0,0.2,1,0.2,1,0.0,0,0.0,0,0.2,1,0.4,2,0.0,0,0.0,0,0.0,0,0.2,1
22,mturk_agent_2,5,6.0,4.0,7.0,6.5,4.0,0.6,3,0.0,0,0.2,1,0.2,1,0.0,0,0.2,1,0.0,0,0.2,1,0.0,0,0.0,0
23,mturk_agent_1,5,4.0,4.0,4.0,4.0,4.0,0.2,1,0.0,0,0.0,0,0.0,0,0.2,1,0.0,0,0.0,0,0.0,0,0.0,0,0.6,3
23,mturk_agent_2,5,2.0,6.0,7.0,5.0,4.0,0.4,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.6,3
24,mturk_agent_2,5,1.5,6.5,6.0,6.5,5.0,0.0,0,0.2,1,0.0,0,0.0,0,0.0,0,0.2,1,0.2,1,0.0,0,0.0,0,0.4,2
24,mturk_agent_1,5,4.5,5.5,5.0,6.0,6.0,0.2,1,0.2,1,0.2,1,0.0,0,0.0,0,0.2,1,0.0,0,0.0,0,0.0,0,0.4,2
25,mturk_agent_1,5,4.5,4.0,5.0,4.5,4.5,0.0,0,0.2,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.2,1,0.6,3
25,mturk_agent_2,5,2.0,5.5,7.0,7.0,4.0,0.0,0,0.0,0,0.2,1,0.0,0,0.0,0,0.0,0,0.0,0,0.4,2,0.0,0,0.6,3
26,mturk_agent_1,5,3.0,6.0,4.5,3.0,4.5,0.8,4,0.4,2,0.0,0,0.0,0,0.2,1,0.0,0,0.0,0,0.2,1,0.0,0,0.0,0
26,mturk_agent_2,5,6.5,5.5,6.5,6.5,6.5,0.8,4,0.2,1,0.2,1,0.0,0,0.4,2,0.2,1,0.2,1,0.2,1,0.0,0,0.0,0
27,mturk_agent_2,5,4.0,7.0,6.5,6.5,7.0,0.0,0,0.4,2,0.0,0,0.0,0,0.0,0,0.2,1,0.2,1,0.0,0,0.0,0,0.2,1
27,mturk_agent_1,5,3.5,6.0,5.0,6.0,7.0,0.0,0,0.2,1,0.0,0,0.0,0,0.0,0,0.2,1,0.0,0,0.0,0,0.0,0,0.6,3
28,mturk_agent_2,7,6.5,7.0,2.0,6.5,5.5,0.7142857142857143,5,0.14285714285714285,1,0.0,0,0.0,0,0.0,0,0.0,0,0.14285714285714285,1,0.14285714285714285,1,0.0,0,0.14285714285714285,1
28,mturk_agent_1,6,1.5,6.0,5.5,5.0,4.5,0.6666666666666666,4,0.16666666666666666,1,0.0,0,0.0,0,0.0,0,0.16666666666666666,1,0.0,0,0.16666666666666666,1,0.0,0,0.0,0
29,mturk_agent_1,5,2.5,5.0,5.5,4.0,4.5,0.8,4,0.2,1,0.0,0,0.2,1,0.0,0,0.2,1,0.0,0,0.0,0,0.0,0,0.2,1
29,mturk_agent_2,5,4.0,2.5,4.0,3.5,4.0,0.6,3,0.2,1,0.0,0,0.0,0,0.2,1,0.2,1,0.2,1,0.0,0,0.0,0,0.0,0
30,mturk_agent_1,8,6.5,6.5,6.5,6.5,6.5,0.25,2,0.125,1,0.0,0,0.0,0,0.0,0,0.125,1,0.0,0,0.0,0,0.0,0,0.5,4
30,mturk_agent_2,8,2.0,4.5,2.5,2.0,2.5,0.25,2,0.25,2,0.0,0,0.25,2,0.125,1,0.0,0,0.0,0,0.0,0,0.0,0,0.25,2
31,mturk_agent_2,5,4.0,5.5,6.0,4.0,5.5,0.6,3,0.2,1,0.0,0,0.2,1,0.2,1,0.4,2,0.0,0,0.2,1,0.0,0,0.0,0
31,mturk_agent_1,5,2.5,6.0,6.0,4.0,7.0,0.6,3,0.6,3,0.0,0,0.0,0,0.0,0,0.2,1,0.0,0,0.0,0,0.0,0,0.0,0
32,mturk_agent_1,5,4.0,3.0,6.0,3.5,4.5,0.2,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.4,2,0.0,0,0.0,0,0.6,3
32,mturk_agent_2,5,3.5,6.0,6.0,6.0,6.0,0.2,1,0.0,0,0.0,0,0.0,0,0.0,0,0.2,1,0.0,0,0.0,0,0.0,0,0.6,3
35,mturk_agent_1,6,1.0,7.0,7.0,6.5,7.0,0.5,3,0.3333333333333333,2,0.0,0,0.0,0,0.16666666666666666,1,0.3333333333333333,2,0.0,0,0.16666666666666666,1,0.0,0,0.0,0
35,mturk_agent_2,6,4.0,6.5,7.0,7.0,4.0,0.3333333333333333,2,0.16666666666666666,1,0.0,0,0.16666666666666666,1,0.16666666666666666,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
36,mturk_agent_1,6,2.5,5.0,5.5,4.0,4.5,0.3333333333333333,2,0.3333333333333333,2,0.16666666666666666,1,0.16666666666666666,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.3333333333333333,2
36,mturk_agent_2,5,1.5,3.5,4.5,1.5,6.0,0.4,2,0.2,1,0.0,0,0.2,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.4,2
37,mturk_agent_1,5,1.5,2.5,3.5,1.0,3.5,0.4,2,0.2,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.4,2
37,mturk_agent_2,5,3.5,6.5,7.0,7.0,7.0,0.6,3,0.4,2,0.0,0,0.0,0,0.0,0,0.2,1,0.0,0,0.2,1,0.0,0,0.0,0
39,mturk_agent_2,5,3.0,5.5,7.0,5.0,7.0,0.4,2,0.2,1,0.2,1,0.2,1,0.2,1,0.0,0,0.0,0,0.0,0,0.0,0,0.2,1
39,mturk_agent_1,5,3.5,5.5,6.5,7.0,4.0,0.2,1,0.2,1,0.0,0,0.0,0,0.2,1,0.0,0,0.0,0,0.0,0,0.0,0,0.4,2
40,mturk_agent_2,6,4.5,6.0,7.0,5.0,5.0,0.0,0,0.5,3,0.0,0,0.16666666666666666,1,0.16666666666666666,1,0.0,0,0.0,0,0.0,0,0.0,0,0.3333333333333333,2
40,mturk_agent_1,6,2.0,4.5,2.5,2.0,2.5,0.16666666666666666,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.5,3,0.3333333333333333,2,0.3333333333333333,2
41,mturk_agent_1,8,4.0,4.0,4.0,4.0,4.0,0.25,2,0.375,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.375,3
41,mturk_agent_2,7,3.5,6.5,7.0,7.0,7.0,0.0,0,0.14285714285714285,1,0.0,0,0.0,0,0.42857142857142855,3,0.0,0,0.0,0,0.0,0,0.14285714285714285,1,0.42857142857142855,3
42,mturk_agent_2,5,2.5,2.5,5.5,2.5,2.5,0.6,3,0.2,1,0.4,2,0.0,0,0.2,1,0.2,1,0.0,0,0.2,1,0.0,0,0.0,0
42,mturk_agent_1,5,2.0,4.0,6.5,3.0,3.5,0.4,2,0.2,1,0.2,1,0.2,1,0.0,0,0.2,1,0.0,0,0.0,0,0.0,0,0.2,1
43,mturk_agent_2,6,5.0,6.5,6.0,6.5,5.0,0.5,3,0.5,3,0.0,0,0.0,0,0.3333333333333333,2,0.16666666666666666,1,0.0,0,0.16666666666666666,1,0.0,0,0.16666666666666666,1
43,mturk_agent_1,5,5.0,5.5,5.0,1.5,2.5,0.4,2,0.6,3,0.0,0,0.0,0,0.4,2,0.0,0,0.0,0,0.4,2,0.0,0,0.2,1
44,mturk_agent_1,6,7.0,6.5,4.5,7.0,7.0,0.0,0,0.5,3,0.5,3,0.16666666666666666,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.3333333333333333,2
44,mturk_agent_2,6,5.5,3.5,5.5,6.0,4.0,0.0,0,0.6666666666666666,4,0.6666666666666666,4,0.0,0,0.0,0,0.16666666666666666,1,0.0,0,0.0,0,0.0,0,0.3333333333333333,2
45,mturk_agent_1,6,1.0,7.0,7.0,6.5,7.0,0.3333333333333333,2,0.6666666666666666,4,0.0,0,0.0,0,0.0,0,0.0,0,0.16666666666666666,1,0.0,0,0.0,0,0.16666666666666666,1
45,mturk_agent_2,6,5.0,2.5,5.5,6.0,4.0,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,1,0.0,0,0.0,0,0.16666666666666666,1,0.3333333333333333,2,0.3333333333333333,2,0.0,0,0.16666666666666666,1
46,mturk_agent_1,6,4.5,4.5,4.5,5.5,5.0,0.16666666666666666,1,0.0,0,0.0,0,0.0,0,0.16666666666666666,1,0.0,0,0.0,0,0.0,0,0.0,0,0.8333333333333334,5
46,mturk_agent_2,5,5.0,6.0,6.0,6.0,5.0,0.2,1,0.2,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.6,3
47,mturk_agent_2,5,4.5,5.0,6.0,6.0,5.0,0.6,3,0.4,2,0.2,1,0.0,0,0.0,0,0.0,0,0.2,1,0.0,0,0.0,0,0.2,1
47,mturk_agent_1,5,4.0,4.0,3.0,3.0,4.5,0.6,3,0.2,1,0.0,0,0.0,0,0.0,0,0.2,1,0.0,0,0.0,0,0.0,0,0.2,1
48,mturk_agent_1,5,2.0,4.0,6.5,3.0,3.5,0.0,0,0.4,2,0.0,0,0.2,1,0.2,1,0.2,1,0.0,0,0.0,0,0.0,0,0.0,0
48,mturk_agent_2,5,3.5,6.5,6.0,6.5,4.0,0.0,0,0.4,2,0.0,0,0.2,1,0.0,0,0.0,0,0.0,0,0.4,2,0.2,1,0.2,1
50,mturk_agent_1,5,5.5,3.5,5.5,6.0,4.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.2,1,0.0,0,0.0,0,0.0,0,0.8,4
50,mturk_agent_2,5,7.0,7.0,6.5,6.0,7.0,0.2,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.8,4
51,mturk_agent_1,6,7.0,7.0,7.0,7.0,7.0,0.6666666666666666,4,0.16666666666666666,1,0.16666666666666666,1,0.0,0,0.0,0,0.16666666666666666,1,0.0,0,0.5,3,0.0,0,0.0,0
51,mturk_agent_2,6,3.5,5.0,5.0,2.0,6.5,0.5,3,0.16666666666666666,1,0.16666666666666666,1,0.3333333333333333,2,0.0,0,0.0,0,0.16666666666666666,1,0.0,0,0.0,0,0.0,0
52,mturk_agent_2,5,2.5,4.5,6.0,5.0,3.5,0.6,3,0.4,2,0.0,0,0.0,0,0.2,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
52,mturk_agent_1,5,1.0,6.5,7.0,6.0,2.5,0.4,2,0.2,1,0.0,0,0.0,0,0.2,1,0.0,0,0.0,0,0.0,0,0.0,0,0.2,1
54,mturk_agent_2,5,7.0,4.5,7.0,7.0,5.0,0.4,2,0.4,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.2,1
54,mturk_agent_1,5,4.5,4.5,4.5,5.5,5.0,0.4,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.6,3
55,mturk_agent_1,6,6.0,7.0,7.0,7.0,5.0,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.3333333333333333,2,0.3333333333333333,2
55,mturk_agent_2,6,5.0,6.0,6.0,6.0,5.0,0.16666666666666666,1,0.5,3,0.0,0,0.0,0,0.0,0,0.0,0,0.16666666666666666,1,0.0,0,0.0,0,0.3333333333333333,2
57,mturk_agent_2,7,7.0,3.0,7.0,4.0,3.0,0.14285714285714285,1,0.7142857142857143,5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.14285714285714285,1,0.2857142857142857,2
57,mturk_agent_1,5,5.0,6.5,7.0,7.0,6.0,0.2,1,0.2,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.4,2,0.4,2
58,mturk_agent_1,5,1.0,2.5,6.5,5.0,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.2,1,0.0,0,0.2,1,0.0,0,0.2,1,0.4,2
58,mturk_agent_2,5,4.5,6.5,7.0,7.0,4.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.4,2,0.0,0,0.0,0,0.6,3
59,mturk_agent_2,7,4.0,3.0,5.0,6.5,3.0,0.14285714285714285,1,0.5714285714285714,4,0.14285714285714285,1,0.0,0,0.0,0,0.0,0,0.0,0,0.2857142857142857,2,0.42857142857142855,3,0.14285714285714285,1
59,mturk_agent_1,6,3.5,5.0,5.0,2.0,6.5,0.16666666666666666,1,0.6666666666666666,4,0.3333333333333333,2,0.3333333333333333,2,0.0,0,0.0,0,0.0,0,0.0,0,0.16666666666666666,1,0.0,0
60,mturk_agent_1,5,2.0,4.5,3.0,6.0,4.5,0.4,2,0.2,1,0.0,0,0.0,0,0.4,2,0.2,1,0.2,1,0.0,0,0.0,0,0.2,1
60,mturk_agent_2,5,6.5,5.5,6.5,6.5,6.5,0.4,2,0.2,1,0.2,1,0.0,0,0.6,3,0.2,1,0.2,1,0.0,0,0.0,0,0.0,0
62,mturk_agent_2,8,3.5,5.0,5.5,5.5,5.0,0.0,0,0.375,3,0.125,1,0.0,0,0.25,2,0.0,0,0.0,0,0.25,2,0.0,0,0.25,2
62,mturk_agent_1,7,1.5,5.5,6.0,5.5,5.5,0.0,0,0.2857142857142857,2,0.14285714285714285,1,0.14285714285714285,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.5714285714285714,4
63,mturk_agent_2,5,7.0,6.0,5.0,6.5,6.0,0.2,1,0.4,2,0.4,2,0.2,1,0.0,0,0.4,2,0.2,1,0.0,0,0.0,0,0.0,0
63,mturk_agent_1,5,3.5,4.5,7.0,5.5,6.0,0.4,2,0.2,1,0.2,1,0.0,0,0.0,0,0.0,0,0.0,0,0.6,3,0.0,0,0.2,1
64,mturk_agent_1,5,4.0,4.0,3.0,3.0,4.5,0.4,2,0.2,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.4,2,0.0,0,0.2,1
64,mturk_agent_2,5,2.5,5.0,5.5,4.0,4.5,0.6,3,0.4,2,0.0,0,0.0,0,0.0,0,0.0,0,0.2,1,0.4,2,0.0,0,0.0,0
65,mturk_agent_1,5,3.0,5.0,7.0,6.5,4.0,0.4,2,0.4,2,0.2,1,0.0,0,0.0,0,0.2,1,0.2,1,0.0,0,0.0,0,0.2,1
65,mturk_agent_2,5,1.5,7.0,6.0,6.0,3.0,0.4,2,0.4,2,0.4,2,0.0,0,0.0,0,0.0,0,0.2,1,0.2,1,0.2,1,0.0,0
66,mturk_agent_2,6,7.0,6.0,5.0,6.5,6.0,0.3333333333333333,2,0.0,0,0.3333333333333333,2,0.0,0,0.0,0,0.0,0,0.0,0,0.16666666666666666,1,0.0,0,0.3333333333333333,2
66,mturk_agent_1,6,3.5,5.0,5.0,2.0,6.5,0.16666666666666666,1,0.6666666666666666,4,0.3333333333333333,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.16666666666666666,1
67,mturk_agent_2,5,6.5,6.5,6.0,6.0,6.0,0.0,0,0.2,1,0.0,0,0.0,0,0.0,0,0.2,1,0.2,1,0.0,0,0.0,0,0.4,2
67,mturk_agent_1,5,5.0,5.5,6.0,3.0,7.0,0.0,0,0.4,2,0.2,1,0.0,0,0.2,1,0.2,1,0.0,0,0.2,1,0.0,0,0.4,2
68,mturk_agent_1,6,1.5,5.5,7.0,3.0,5.0,0.8333333333333334,5,0.3333333333333333,2,0.0,0,0.16666666666666666,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
68,mturk_agent_2,6,2.5,7.0,7.0,7.0,6.5,0.6666666666666666,4,0.3333333333333333,2,0.0,0,0.3333333333333333,2,0.0,0,0.0,0,0.0,0,0.16666666666666666,1,0.0,0,0.0,0
69,mturk_agent_1,7,3.5,4.5,3.5,6.0,3.5,0.14285714285714285,1,0.14285714285714285,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.14285714285714285,1,0.0,0,0.5714285714285714,4
69,mturk_agent_2,5,4.0,6.5,5.5,7.0,5.0,0.4,2,0.0,0,0.4,2,0.0,0,0.0,0,0.0,0,0.0,0,0.4,2,0.0,0,0.2,1
70,mturk_agent_2,6,1.0,6.0,5.0,4.0,3.0,0.3333333333333333,2,0.0,0,0.0,0,0.16666666666666666,1,0.0,0,0.16666666666666666,1,0.0,0,0.0,0,0.0,0,0.3333333333333333,2
70,mturk_agent_1,6,2.5,6.0,4.5,3.5,5.5,0.5,3,0.16666666666666666,1,0.0,0,0.0,0,0.0,0,0.16666666666666666,1,0.16666666666666666,1,0.0,0,0.0,0,0.16666666666666666,1
71,mturk_agent_2,5,4.0,4.5,4.5,4.0,6.0,0.0,0,0.4,2,0.0,0,0.2,1,0.0,0,0.0,0,0.0,0,0.2,1,0.0,0,0.2,1
71,mturk_agent_1,6,1.5,4.5,5.5,3.5,6.5,0.0,0,0.16666666666666666,1,0.3333333333333333,2,0.0,0,0.16666666666666666,1,0.0,0,0.0,0,0.16666666666666666,1,0.16666666666666666,1,0.3333333333333333,2
72,mturk_agent_1,6,5.0,4.0,6.0,6.5,6.0,0.5,3,0.16666666666666666,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.5,3
72,mturk_agent_2,6,5.0,4.5,3.5,4.0,3.5,0.3333333333333333,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.16666666666666666,1,0.5,3
73,mturk_agent_1,7,4.0,4.0,4.0,4.0,4.0,0.2857142857142857,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.7142857142857143,5
73,mturk_agent_2,6,1.5,7.0,7.0,7.0,6.0,0.3333333333333333,2,0.0,0,0.3333333333333333,2,0.16666666666666666,1,0.0,0,0.0,0,0.16666666666666666,1,0.0,0,0.0,0,0.16666666666666666,1
74,mturk_agent_1,6,3.0,5.0,6.5,5.0,5.5,0.3333333333333333,2,0.16666666666666666,1,0.0,0,0.16666666666666666,1,0.16666666666666666,1,0.3333333333333333,2,0.0,0,0.3333333333333333,2,0.0,0,0.0,0
74,mturk_agent_2,6,1.5,3.0,5.0,3.0,4.0,0.3333333333333333,2,0.16666666666666666,1,0.0,0,0.0,0,0.16666666666666666,1,0.0,0,0.0,0,0.0,0,0.0,0,0.3333333333333333,2
75,mturk_agent_1,5,4.0,5.5,5.5,5.5,5.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,5
75,mturk_agent_2,5,3.5,5.0,6.0,6.0,5.0,0.0,0,0.2,1,0.0,0,0.2,1,0.0,0,0.0,0,0.2,1,0.0,0,0.0,0,0.6,3
77,mturk_agent_2,6,7.0,6.0,7.0,6.5,6.5,0.16666666666666666,1,0.6666666666666666,4,0.0,0,0.3333333333333333,2,0.16666666666666666,1,0.3333333333333333,2,0.16666666666666666,1,0.0,0,0.3333333333333333,2,0.16666666666666666,1
77,mturk_agent_1,5,3.0,6.0,6.5,7.0,6.5,0.2,1,0.2,1,0.0,0,0.4,2,0.2,1,0.2,1,0.0,0,0.0,0,0.2,1,0.4,2
78,mturk_agent_1,5,4.0,4.0,3.0,3.0,4.5,0.6,3,0.4,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.2,1
78,mturk_agent_2,5,6.0,6.0,6.5,6.5,6.0,0.4,2,0.2,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.4,2
79,mturk_agent_1,7,5.5,4.5,5.0,5.0,5.0,0.14285714285714285,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.8571428571428571,6
79,mturk_agent_2,6,3.0,5.0,7.0,4.0,4.0,0.0,0,0.5,3,0.0,0,0.0,0,0.0,0,0.0,0,0.3333333333333333,2,0.0,0,0.0,0,0.3333333333333333,2
80,mturk_agent_2,5,4.0,4.0,4.0,4.0,4.0,0.0,0,0.0,0,0.4,2,0.0,0,0.2,1,0.0,0,0.0,0,0.2,1,0.2,1,0.4,2
